Sp;Region;PLANT_CODE;POPUL_CODE;LAT;LON;ALT;IC;PN;WK;CK;IOE;Ann_PREC;Wkd/Lkd;Dvsh/Dosh;Lkd/L1p1l;Dpl/Lp;Ср.зн S2p3l-S2p4l;Dp_G;Dp_O;Dp_OG;Dp_ORe;Dp_Re;Dvl_Re;Dvl_OG;Dvl_ORe;Dvl_G;Dvl_O;Dnl_ORe;Dnl_OG;Dnl_Re;Dnl_G;Dnl_O;Dc_G;Dc_Re;Dc_OG;Dc_ORe;Dc_O;Dvns_Re;Dvns_G;Dvns_ORe;Dvns_OG;Dvns_O;Dnns_Re;Dnns_OG;Dnns_ORe;Dnns_G;Dnn_O;Dvvs_ORe;Dvvs_Re;Dvvs_O;Dvvs_G;Dvvs_OG;Dnvs_Re;Dnvs_OG;Dnvs_G;Dnvs_ORe;Сp_Y;Сp_W
Df;Zabaykalskiy_Kuch;I10;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.300898771321307;0.408203125;0.965194109772423;0.315186246418338;0.16;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Kuch;I11;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.309068012365885;0.445628997867804;0.979768786127168;0.295392953929539;0.41;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Kuch;I12;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.279090884607759;0.383141762452107;1.02121640735502;0.26791277258567;0.18;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Kuch;I13;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.279337737312359;0.394736842105263;0.980184940554822;0.305084745762712;0.2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Kuch;I14;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.305754095723672;0.419064748201439;1.06477732793522;0.295454545454545;0.24;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Kuch;I15;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.287035372413696;0.420856610800745;1.01869158878505;0.228658536585366;0.24;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Kuch;I16;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.300227024259282;0.476190476190476;1.00589970501475;0.269349845201238;0.15;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Kuch;I17;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.296224208806393;0.44589552238806;1.12005856515373;0.266435986159169;0.22;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Kuch;I18;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.270201849231971;0.431640625;1.00686813186813;0.271708683473389;0.2;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Kuch;I19;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.300898771321307;0.408203125;0.963903743315508;0.321937321937322;0.18;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Kuch;I20;ZC9;52.3254;115.0745;648;37.0433486947683;55.1908069875774;36.7881598214673;-109.795585445533;0.302206752259707;437.188484965725;0.276449072425123;0.480412371134021;1.02718168812589;0.2175;0.19;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0
Df;Zabaykalskiy_Gyr;J1;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.29147265790335;0.439770554493308;0.996031746031746;0.287726358148893;0.33;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J2;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.320298019975878;0.384353741496599;0.998773006134969;0.245681381957774;0.46;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J3;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.30829791660186;0.429203539823009;0.99537750385208;0.24929178470255;0.19;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J4;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.30012528307255;0.452229299363057;0.981348637015782;0.28;0.3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J5;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.277169494009845;0.459514170040486;0.980952380952381;0.23224043715847;0.27;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J6;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.340448387017435;0.433962264150943;0.977777777777778;0.237244897959184;0.4;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J7;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.242121984577731;0.402597402597403;1.06930693069307;0.26241134751773;0.22;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J8;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.22560678116094;0.461005199306759;1.04981320049813;0.253521126760563;0.23;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J9;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.237212139162377;0.400679117147708;1.05633802816901;0.212121212121212;0.2;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J10;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.23507933201911;0.415026833631485;1.07472826086957;0.227659574468085;0.21;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J11;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.273630178542664;0.396363636363636;1.01721854304636;0.188191881918819;0.28;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J12;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.275795477678056;0.3713298791019;1.02187902187902;0.229965156794425;0.3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J13;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.281148989857761;0.411371237458194;1.03940886699507;0.256038647342995;0.32;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J14;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.299727907975328;0.39963503649635;0.970886075949367;0.233193277310924;0.25;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J15;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.286303063648421;0.371534195933456;1.00952380952381;0.234848484848485;0.31;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J16;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.276789343819156;0.412878787878788;1.02754820936639;0.230971128608924;0.28;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J17;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.245657449049696;0.382495948136143;1.03771289537713;0.233595800524934;0.21;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J18;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.248306334693593;0.306318681318681;1.00422386483633;0.29673590504451;0.33;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J19;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.234542519099915;0.391891891891892;1.06404958677686;0.378839590443686;0.39;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Zabaykalskiy_Gyr;J20;ZC10;51.5106;115.4927;841;34.9898798724875;32.7439387320986;34.2996543188795;-105.392746115796;0.054755043486221;456.494555884448;0.269181971612751;0.353035143769968;1.03166869671133;0.243353783231084;0.26;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K1;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.243391824335131;0.503300330033003;0.977467811158798;0.345637583892617;0.21;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K2;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.252642718349732;0.479481641468682;1.08386075949367;0.321428571428571;0.13;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K3;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.273841817093615;0.490725126475548;1.09541511771995;0.237424547283702;0.27;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K4;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.285077685899222;0.470119521912351;1.14774494556765;0.284023668639053;0.27;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K5;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.337669229918903;0.449557522123894;1.07339449541284;0.3125;0.28;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K6;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.291113268438164;0.45643153526971;1.04309063893016;0.277310924369748;0.46;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K7;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.268818445286902;0.420634920634921;1.15112540192926;0.286111111111111;0.18;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K8;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.255093732911165;0.374576271186441;1.04645161290323;0.37291280148423;0.14;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K9;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.228260813543072;0.407166123778502;1.12353706111834;0.310513447432763;0.13;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K10;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.22419696501363;0.398340248962656;0.982507288629738;0.347490347490347;0.13;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K11;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.309649416382451;0.448140900195695;1.05865522174535;0.376811594202899;0.3;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K12;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.265870522188786;0.402889245585875;1.07239263803681;0.356234096692112;0.34;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K13;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.271578555596582;0.356390977443609;1.0828331332533;0.361271676300578;0.43;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K14;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.217574279622647;0.384991843393149;1.1025974025974;0.396875;0.15;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K15;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.246427285707028;0.432234432234432;1.0510752688172;0.319899244332494;0.38;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K16;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.237014483073233;0.454545454545455;1.1568894952251;0.237924865831843;0.24;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K17;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.272378626342821;0.38160136286201;1.14225352112676;0.313333333333333;0.43;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K18;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.291113268438164;0.45643153526971;1;0.288515406162465;0.46;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K19;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.263134881538822;0.420560747663551;1.14977307110439;0.263657957244656;0.21;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Bur;K20;AC11;50.1451;130.1647;285;48.5174;76.0532253719973;49.0775700727867;-138.619;1.25140658739142;602.016496278334;0.269181971612751;0.353035143769968;1.01315789473684;0.243353783231084;0.26;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L1;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.304576694522937;0.499115044247788;1.03926380368098;0.160864345738295;0.49;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L2;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.310457503700745;0.479452054794521;1.02491103202847;0.176630434782609;0.32;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L3;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.303340032263514;0.470764617691154;0.994929006085193;0.173184357541899;0.51;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L4;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.304796782222814;0.460258780036969;1.02597402597403;0.156558533145275;0.4;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L5;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.292057121046559;0.548076923076923;1.16161616161616;0.147710487444609;0.31;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L6;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.266206065272974;0.492094861660079;1.15091463414634;0.157076205287714;0.33;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L7;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.281815329253895;0.445283018867925;1.08039492242595;0.15689381933439;0.34;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L8;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.292788129647964;0.421052631578947;1.03551136363636;0.186868686868687;0.38;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L9;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.280790447446372;0.399644760213144;1.00254452926209;0.166018158236057;0.36;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L10;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.278924602832778;0.443333333333333;1.04969696969697;0.174504950495049;0.51;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L11;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.28204490450217;0.471698113207547;1.02233902759527;0.183261183261183;0.43;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L12;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.270565163583287;0.449016100178891;1.03316326530612;0.16602809706258;0.4;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L13;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.279994017177511;0.445407279029463;1.06786171574904;0.1703511053316;0.61;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L14;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.287704297840856;0.403007518796992;1.02190580503834;0.183425414364641;0.59;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L15;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.307254235754135;0.434869739478958;0.983516483516483;0.172910662824207;0.52;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L16;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.296758640762837;0.433928571428571;1.02033036848793;0.223062381852552;0.39;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L17;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.292689012740493;0.410377358490566;1.01470588235294;0.176923076923077;0.4;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
Df;Amurskaya_Mog;L18;AC12;55.361;124.5441;591;49.3089622701013;86.8533439330746;29.7272;-173.983;1.01158688190072;484.512917187559;0.320288183104078;0.379446640316206;1;0.167539267015707;0.4;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;0
