,trait_name,island,tot_sp,expected,observed,zscore,sd,p-value
470,Wintergreen,Iturup,721.0,7.45,9.0,0.57,2.72,0.2839
471,Wintergreen,Kunashir,861.0,8.89,12.0,1.05,2.97,0.1477
472,Wintergreen,Shikotan,616.0,6.36,5.0,0.54,2.515,0.2942
473,Wintergreen,Polonskogo,120.0,1.24,0.0,1.11,1.113,0.1327
474,Wintergreen,Zeleny,165.0,1.7,0.0,1.31,1.304,0.0957
475,Wintergreen,Tanfileva,149.0,1.54,0.0,1.24,1.24,0.1073
476,Wintergreen,Yuriy,189.0,1.95,1.0,0.68,1.396,0.2477
477,Wintergreen,Demina,46.0,0.48,1.0,0.76,0.689,0.2231
478,Wintergreen,Storozhevoy,10.0,0.1,0.0,0.32,0.321,0.374
479,Wintergreen,Anuchina,86.0,0.89,1.0,0.12,0.942,0.4527
480,Springreen,Atlasova,224.0,1.93,0.0,1.39,1.387,0.0823
481,Springreen,Shumshu,392.0,3.37,4.0,0.34,1.834,0.3663
482,Springreen,Paramushir,465.0,4.0,5.0,0.5,1.997,0.3086
483,Springreen,Antciferova,21.0,0.18,0.0,0.43,0.425,0.3354
484,Springreen,Makanrushi,132.0,1.14,0.0,1.07,1.065,0.1431
485,Springreen,Onekotan,292.0,2.51,1.0,0.96,1.584,0.1697
486,Springreen,Kharimkotan,162.0,1.39,0.0,1.18,1.18,0.1187
487,Springreen,Chirinkotan,36.0,0.31,0.0,0.56,0.557,0.2889
488,Springreen,Ekarma,118.0,1.02,0.0,1.01,1.007,0.1567
489,Springreen,Shiashkotan,204.0,1.76,1.0,0.57,1.324,0.2841
490,Springreen,Raykoke,67.0,0.58,0.0,0.76,0.759,0.2238
491,Springreen,Matua,196.0,1.69,0.0,1.3,1.298,0.0969
492,Springreen,Rashua,241.0,2.07,2.0,0.05,1.439,0.4795
493,Springreen,Ushishir,141.0,1.21,0.0,1.1,1.101,0.1352
494,Springreen,Ketoy,247.0,2.13,2.0,0.09,1.457,0.4656
495,Springreen,Simushir,291.0,2.5,2.0,0.32,1.581,0.3749
496,Springreen,Broutona,22.0,0.19,0.0,0.44,0.435,0.3317
497,Springreen,Chirpoy,130.0,1.12,1.0,0.11,1.057,0.4553
498,Springreen,Brat Chirpoev,136.0,1.17,1.0,0.16,1.081,0.4374
499,Springreen,Urup,450.0,3.87,4.0,0.06,1.965,0.4742
500,Springreen,Iturup,721.0,6.2,4.0,0.89,2.484,0.1874
501,Springreen,Kunashir,861.0,7.41,7.0,0.15,2.713,0.44
502,Springreen,Shikotan,616.0,5.3,6.0,0.3,2.297,0.3805
503,Springreen,Polonskogo,120.0,1.03,0.0,1.02,1.016,0.1547
504,Springreen,Zeleny,165.0,1.42,0.0,1.19,1.191,0.1166
505,Springreen,Tanfileva,149.0,1.28,4.0,2.4,1.132,0.0082
506,Springreen,Yuriy,189.0,1.63,2.0,0.29,1.274,0.3847
507,Springreen,Demina,46.0,0.4,3.0,4.14,0.629,0.0
508,Springreen,Storozhevoy,10.0,0.09,2.0,6.52,0.293,0.0
509,Springreen,Anuchina,86.0,0.74,0.0,0.86,0.86,0.1947
510,Evergreen,Atlasova,224.0,7.33,7.0,0.12,2.698,0.452
511,Evergreen,Shumshu,392.0,12.82,18.0,1.46,3.561,0.0728
512,Evergreen,Paramushir,465.0,15.21,21.0,1.5,3.874,0.0674
513,Evergreen,Antciferova,21.0,0.69,0.0,0.83,0.828,0.2036
514,Evergreen,Makanrushi,132.0,4.32,12.0,3.7,2.074,0.0001
515,Evergreen,Onekotan,292.0,9.55,18.0,2.75,3.077,0.003
516,Evergreen,Kharimkotan,162.0,5.3,11.0,2.48,2.296,0.0065
517,Evergreen,Chirinkotan,36.0,1.18,0.0,1.09,1.084,0.1388
518,Evergreen,Ekarma,118.0,3.86,8.0,2.11,1.961,0.0174
519,Evergreen,Shiashkotan,204.0,6.67,17.0,4.01,2.575,0.0
520,Evergreen,Raykoke,67.0,2.19,4.0,1.22,1.479,0.1106
521,Evergreen,Matua,196.0,6.41,10.0,1.42,2.525,0.0775
522,Evergreen,Rashua,241.0,7.88,18.0,3.62,2.798,0.0001
523,Evergreen,Ushishir,141.0,4.61,8.0,1.58,2.143,0.0569
524,Evergreen,Ketoy,247.0,8.08,20.0,4.21,2.832,0.0
525,Evergreen,Simushir,291.0,9.52,19.0,3.09,3.072,0.001
526,Evergreen,Broutona,22.0,0.72,0.0,0.85,0.848,0.1981
527,Evergreen,Chirpoy,130.0,4.25,10.0,2.79,2.058,0.0026
528,Evergreen,Brat Chirpoev,136.0,4.45,8.0,1.69,2.105,0.0457
529,Evergreen,Urup,450.0,14.72,23.0,2.17,3.812,0.0149
530,Evergreen,Iturup,721.0,23.58,33.0,1.96,4.806,0.025
531,Evergreen,Kunashir,861.0,28.16,35.0,1.31,5.242,0.0958
532,Evergreen,Shikotan,616.0,20.14,21.0,0.19,4.449,0.4238
533,Evergreen,Polonskogo,120.0,3.92,4.0,0.04,1.978,0.4847
534,Evergreen,Zeleny,165.0,5.4,4.0,0.6,2.318,0.2735
535,Evergreen,Tanfileva,149.0,4.87,5.0,0.06,2.203,0.4769
536,Evergreen,Yuriy,189.0,6.18,2.0,1.69,2.479,0.0459
537,Evergreen,Demina,46.0,1.5,0.0,1.23,1.226,0.1099
538,Evergreen,Storozhevoy,10.0,0.33,0.0,0.57,0.572,0.2837
539,Evergreen,Anuchina,86.0,2.81,0.0,1.68,1.675,0.0466
