,trait_name,island,tot_sp,expected,observed,zscore,sd,p-value
895,Climbing shoot,Tanfileva,129.0,0.0,0.0,,0.0,
896,Climbing shoot,Yuriy,161.0,0.0,0.0,,0.0,
897,Climbing shoot,Demina,45.0,0.0,0.0,,0.0,
898,Climbing shoot,Storozhevoy,10.0,0.0,0.0,,0.0,
899,Climbing shoot,Anuchina,84.0,0.0,0.0,,0.0,
900,Submerged shoot,Atlasova,200.0,5.41,0.0,2.33,2.318,0.0099
901,Submerged shoot,Shumshu,346.0,9.35,11.0,0.54,3.043,0.294
902,Submerged shoot,Paramushir,406.0,10.97,14.0,0.92,3.294,0.179
903,Submerged shoot,Antciferova,21.0,0.57,0.0,0.75,0.753,0.2255
904,Submerged shoot,Makanrushi,107.0,2.89,1.0,1.11,1.698,0.1326
905,Submerged shoot,Onekotan,250.0,6.76,6.0,0.29,2.59,0.3851
906,Submerged shoot,Kharimkotan,137.0,3.7,1.0,1.41,1.921,0.0797
907,Submerged shoot,Chirinkotan,34.0,0.92,0.0,0.96,0.958,0.1688
908,Submerged shoot,Ekarma,102.0,2.76,0.0,1.66,1.658,0.0482
909,Submerged shoot,Shiashkotan,175.0,4.73,1.0,1.72,2.169,0.0428
910,Submerged shoot,Raykoke,54.0,1.46,0.0,1.21,1.207,0.1133
911,Submerged shoot,Matua,171.0,4.62,2.0,1.22,2.145,0.1108
912,Submerged shoot,Rashua,203.0,5.49,3.0,1.06,2.336,0.1435
913,Submerged shoot,Ushishir,119.0,3.22,0.0,1.8,1.79,0.0362
914,Submerged shoot,Ketoy,205.0,5.54,2.0,1.51,2.347,0.0657
915,Submerged shoot,Simushir,246.0,6.65,3.0,1.42,2.57,0.0778
916,Submerged shoot,Broutona,22.0,0.59,0.0,0.77,0.771,0.2203
917,Submerged shoot,Chirpoy,105.0,2.84,0.0,1.69,1.682,0.0458
918,Submerged shoot,Brat Chirpoev,113.0,3.05,2.0,0.6,1.745,0.2729
919,Submerged shoot,Urup,378.0,10.22,9.0,0.38,3.179,0.351
920,Submerged shoot,Iturup,583.0,15.76,20.0,1.08,3.937,0.1406
921,Submerged shoot,Kunashir,693.0,18.73,20.0,0.3,4.285,0.3835
922,Submerged shoot,Shikotan,508.0,13.73,15.0,0.35,3.679,0.3649
923,Submerged shoot,Polonskogo,103.0,2.78,1.0,1.07,1.666,0.1422
924,Submerged shoot,Zeleny,139.0,3.76,1.0,1.43,1.934,0.0771
925,Submerged shoot,Tanfileva,129.0,3.49,1.0,1.33,1.864,0.0911
926,Submerged shoot,Yuriy,161.0,4.35,2.0,1.13,2.081,0.1293
927,Submerged shoot,Demina,45.0,1.22,0.0,1.1,1.102,0.1349
928,Submerged shoot,Storozhevoy,10.0,0.27,0.0,0.52,0.52,0.3015
929,Submerged shoot,Anuchina,84.0,2.27,1.0,0.84,1.505,0.1993
930,Float shoot,Atlasova,200.0,3.33,0.0,1.83,1.821,0.0338
931,Float shoot,Shumshu,346.0,5.75,1.0,1.99,2.392,0.0234
932,Float shoot,Paramushir,406.0,6.75,2.0,1.84,2.589,0.0332
933,Float shoot,Antciferova,21.0,0.35,0.0,0.59,0.591,0.2772
934,Float shoot,Makanrushi,107.0,1.78,0.0,1.34,1.333,0.0909
935,Float shoot,Onekotan,250.0,4.16,1.0,1.55,2.035,0.0603
936,Float shoot,Kharimkotan,137.0,2.28,0.0,1.51,1.508,0.0654
937,Float shoot,Chirinkotan,34.0,0.57,0.0,0.75,0.752,0.226
938,Float shoot,Ekarma,102.0,1.7,0.0,1.3,1.301,0.0962
939,Float shoot,Shiashkotan,175.0,2.91,0.0,1.71,1.703,0.0438
940,Float shoot,Raykoke,54.0,0.9,0.0,0.95,0.947,0.1715
941,Float shoot,Matua,171.0,2.84,0.0,1.69,1.684,0.0456
942,Float shoot,Rashua,203.0,3.38,0.0,1.84,1.834,0.0328
943,Float shoot,Ushishir,119.0,1.98,0.0,1.41,1.405,0.0795
944,Float shoot,Ketoy,205.0,3.41,0.0,1.85,1.843,0.0322
945,Float shoot,Simushir,246.0,4.09,0.0,2.03,2.018,0.0213
946,Float shoot,Broutona,22.0,0.37,0.0,0.61,0.605,0.2726
947,Float shoot,Chirpoy,105.0,1.75,0.0,1.32,1.32,0.093
948,Float shoot,Brat Chirpoev,113.0,1.88,0.0,1.37,1.37,0.085
949,Float shoot,Urup,378.0,6.29,2.0,1.72,2.499,0.0431
950,Float shoot,Iturup,583.0,9.7,13.0,1.07,3.098,0.1431
951,Float shoot,Kunashir,693.0,11.53,11.0,0.16,3.375,0.4381
952,Float shoot,Shikotan,508.0,8.45,2.0,2.23,2.894,0.0129
953,Float shoot,Polonskogo,103.0,1.71,1.0,0.55,1.308,0.2928
954,Float shoot,Zeleny,139.0,2.31,1.0,0.86,1.519,0.1938
955,Float shoot,Tanfileva,129.0,2.15,0.0,1.47,1.463,0.0713
956,Float shoot,Yuriy,161.0,2.68,2.0,0.41,1.634,0.3392
957,Float shoot,Demina,45.0,0.75,0.0,0.87,0.865,0.1934
958,Float shoot,Storozhevoy,10.0,0.17,0.0,0.41,0.408,0.3417
959,Float shoot,Anuchina,84.0,1.4,0.0,1.18,1.181,0.1184
960,Anchoring shoot,Atlasova,200.0,0.0,0.0,,0.0,
961,Anchoring shoot,Shumshu,346.0,0.0,0.0,,0.0,
962,Anchoring shoot,Paramushir,406.0,0.0,0.0,,0.0,
963,Anchoring shoot,Antciferova,21.0,0.0,0.0,,0.0,
964,Anchoring shoot,Makanrushi,107.0,0.0,0.0,,0.0,
965,Anchoring shoot,Onekotan,250.0,0.0,0.0,,0.0,
966,Anchoring shoot,Kharimkotan,137.0,0.0,0.0,,0.0,
967,Anchoring shoot,Chirinkotan,34.0,0.0,0.0,,0.0,
968,Anchoring shoot,Ekarma,102.0,0.0,0.0,,0.0,
969,Anchoring shoot,Shiashkotan,175.0,0.0,0.0,,0.0,
970,Anchoring shoot,Raykoke,54.0,0.0,0.0,,0.0,
971,Anchoring shoot,Matua,171.0,0.0,0.0,,0.0,
972,Anchoring shoot,Rashua,203.0,0.0,0.0,,0.0,
973,Anchoring shoot,Ushishir,119.0,0.0,0.0,,0.0,
974,Anchoring shoot,Ketoy,205.0,0.0,0.0,,0.0,
975,Anchoring shoot,Simushir,246.0,0.0,0.0,,0.0,
976,Anchoring shoot,Broutona,22.0,0.0,0.0,,0.0,
977,Anchoring shoot,Chirpoy,105.0,0.0,0.0,,0.0,
978,Anchoring shoot,Brat Chirpoev,113.0,0.0,0.0,,0.0,
979,Anchoring shoot,Urup,378.0,0.0,0.0,,0.0,
980,Anchoring shoot,Iturup,583.0,0.0,0.0,,0.0,
981,Anchoring shoot,Kunashir,693.0,0.0,0.0,,0.0,
982,Anchoring shoot,Shikotan,508.0,0.0,0.0,,0.0,
983,Anchoring shoot,Polonskogo,103.0,0.0,0.0,,0.0,
984,Anchoring shoot,Zeleny,139.0,0.0,0.0,,0.0,
985,Anchoring shoot,Tanfileva,129.0,0.0,0.0,,0.0,
986,Anchoring shoot,Yuriy,161.0,0.0,0.0,,0.0,
987,Anchoring shoot,Demina,45.0,0.0,0.0,,0.0,
988,Anchoring shoot,Storozhevoy,10.0,0.0,0.0,,0.0,
989,Anchoring shoot,Anuchina,84.0,0.0,0.0,,0.0,
