,trait_name,island,tot_sp,expected,observed,zscore,sd,p-value
374,Summergreen,Ketoy,244.0,232.36,223.0,0.69,13.621,0.246
375,Summergreen,Simushir,289.0,275.21,267.0,0.57,14.475,0.2852
376,Summergreen,Broutona,22.0,20.95,21.0,0.01,4.535,0.4957
377,Summergreen,Chirpoy,130.0,123.8,118.0,0.55,10.512,0.2906
378,Summergreen,Brat Chirpoev,135.0,128.56,127.0,0.15,10.688,0.442
379,Summergreen,Urup,448.0,426.63,418.0,0.53,16.394,0.2993
380,Summergreen,Iturup,712.0,678.04,674.0,0.24,16.713,0.4046
381,Summergreen,Kunashir,853.0,812.31,807.0,0.34,15.493,0.3659
382,Summergreen,Shikotan,609.0,579.95,583.0,0.18,16.978,0.4287
383,Summergreen,Polonskogo,120.0,114.28,116.0,0.17,10.146,0.4325
384,Summergreen,Zeleny,165.0,157.13,161.0,0.33,11.65,0.3698
385,Summergreen,Tanfileva,149.0,141.89,140.0,0.17,11.155,0.4326
386,Summergreen,Yuriy,189.0,179.98,184.0,0.33,12.324,0.3723
387,Summergreen,Demina,46.0,43.81,42.0,0.28,6.492,0.3904
388,Summergreen,Storozhevoy,10.0,9.52,8.0,0.5,3.073,0.3101
389,Summergreen,Anuchina,86.0,81.9,85.0,0.36,8.722,0.361
390,Wintergreen,Atlasova,224.0,2.33,1.0,0.87,1.525,0.1914
391,Wintergreen,Shumshu,391.0,4.07,3.0,0.53,2.014,0.2977
392,Wintergreen,Paramushir,464.0,4.83,3.0,0.83,2.193,0.2021
393,Wintergreen,Antciferova,21.0,0.22,1.0,1.67,0.467,0.0473
394,Wintergreen,Makanrushi,131.0,1.36,2.0,0.55,1.167,0.2927
395,Wintergreen,Onekotan,291.0,3.03,3.0,0.02,1.738,0.4934
396,Wintergreen,Kharimkotan,161.0,1.68,1.0,0.52,1.294,0.3007
397,Wintergreen,Chirinkotan,36.0,0.37,0.0,0.61,0.612,0.2702
398,Wintergreen,Ekarma,118.0,1.23,0.0,1.11,1.108,0.1338
399,Wintergreen,Shiashkotan,203.0,2.11,2.0,0.08,1.452,0.4691
400,Wintergreen,Raykoke,67.0,0.7,2.0,1.56,0.835,0.0593
401,Wintergreen,Matua,195.0,2.03,1.0,0.72,1.423,0.2348
402,Wintergreen,Rashua,239.0,2.49,2.0,0.31,1.575,0.3785
403,Wintergreen,Ushishir,140.0,1.46,1.0,0.38,1.206,0.3524
404,Wintergreen,Ketoy,244.0,2.54,2.0,0.34,1.592,0.3673
405,Wintergreen,Simushir,289.0,3.01,3.0,0.0,1.732,0.4982
406,Wintergreen,Broutona,22.0,0.23,1.0,1.61,0.478,0.0535
407,Wintergreen,Chirpoy,130.0,1.35,1.0,0.3,1.162,0.3807
408,Wintergreen,Brat Chirpoev,135.0,1.41,0.0,1.19,1.185,0.1178
409,Wintergreen,Urup,448.0,4.66,5.0,0.16,2.155,0.4378
410,Wintergreen,Iturup,712.0,7.41,9.0,0.59,2.713,0.279
411,Wintergreen,Kunashir,853.0,8.88,12.0,1.05,2.968,0.1464
412,Wintergreen,Shikotan,609.0,6.34,5.0,0.53,2.511,0.297
413,Wintergreen,Polonskogo,120.0,1.25,0.0,1.12,1.117,0.1318
414,Wintergreen,Zeleny,165.0,1.72,0.0,1.31,1.309,0.0949
415,Wintergreen,Tanfileva,149.0,1.55,0.0,1.25,1.244,0.1064
416,Wintergreen,Yuriy,189.0,1.97,1.0,0.69,1.401,0.2451
417,Wintergreen,Demina,46.0,0.48,1.0,0.75,0.692,0.2256
418,Wintergreen,Storozhevoy,10.0,0.1,0.0,0.32,0.323,0.3735
419,Wintergreen,Anuchina,86.0,0.9,1.0,0.11,0.946,0.4558
420,Springreen,Atlasova,224.0,1.94,0.0,1.4,1.393,0.0815
421,Springreen,Shumshu,391.0,3.39,4.0,0.33,1.839,0.3703
422,Springreen,Paramushir,464.0,4.02,5.0,0.49,2.003,0.313
423,Springreen,Antciferova,21.0,0.18,0.0,0.43,0.427,0.3348
424,Springreen,Makanrushi,131.0,1.14,0.0,1.07,1.065,0.1431
425,Springreen,Onekotan,291.0,2.52,1.0,0.96,1.587,0.1685
426,Springreen,Kharimkotan,161.0,1.4,0.0,1.18,1.181,0.1185
427,Springreen,Chirinkotan,36.0,0.31,0.0,0.56,0.559,0.2881
428,Springreen,Ekarma,118.0,1.02,0.0,1.01,1.011,0.1557
429,Springreen,Shiashkotan,203.0,1.76,1.0,0.57,1.326,0.2831
430,Springreen,Raykoke,67.0,0.58,0.0,0.76,0.762,0.2229
431,Springreen,Matua,195.0,1.69,0.0,1.3,1.3,0.0966
432,Springreen,Rashua,239.0,2.07,2.0,0.05,1.438,0.4798
433,Springreen,Ushishir,140.0,1.21,0.0,1.1,1.101,0.1351
434,Springreen,Ketoy,244.0,2.12,2.0,0.08,1.453,0.4681
435,Springreen,Simushir,289.0,2.51,2.0,0.32,1.581,0.3744
436,Springreen,Broutona,22.0,0.19,0.0,0.44,0.437,0.3311
437,Springreen,Chirpoy,130.0,1.13,1.0,0.12,1.061,0.4522
438,Springreen,Brat Chirpoev,135.0,1.17,1.0,0.16,1.082,0.4372
439,Springreen,Urup,448.0,3.89,4.0,0.06,1.968,0.4768
440,Springreen,Iturup,712.0,6.18,4.0,0.88,2.478,0.1901
441,Springreen,Kunashir,853.0,7.4,7.0,0.15,2.711,0.4416
442,Springreen,Shikotan,609.0,5.28,6.0,0.31,2.293,0.3771
443,Springreen,Polonskogo,120.0,1.04,0.0,1.02,1.02,0.1537
444,Springreen,Zeleny,165.0,1.43,0.0,1.2,1.196,0.1157
445,Springreen,Tanfileva,149.0,1.29,4.0,2.38,1.136,0.0086
446,Springreen,Yuriy,189.0,1.64,2.0,0.28,1.279,0.389
447,Springreen,Demina,46.0,0.4,3.0,4.12,0.632,0.0
448,Springreen,Storozhevoy,10.0,0.09,2.0,6.5,0.294,0.0
449,Springreen,Anuchina,86.0,0.75,0.0,0.86,0.863,0.1938
450,Evergreen,Atlasova,224.0,5.83,7.0,0.49,2.408,0.3133
451,Evergreen,Shumshu,391.0,10.17,17.0,2.15,3.175,0.0158
452,Evergreen,Paramushir,464.0,12.07,20.0,2.29,3.456,0.0109
453,Evergreen,Antciferova,21.0,0.55,0.0,0.74,0.739,0.2298
454,Evergreen,Makanrushi,131.0,3.41,11.0,4.12,1.843,0.0
455,Evergreen,Onekotan,291.0,7.57,17.0,3.44,2.743,0.0003
456,Evergreen,Kharimkotan,161.0,4.19,10.0,2.84,2.043,0.0022
457,Evergreen,Chirinkotan,36.0,0.94,0.0,0.97,0.967,0.1665
458,Evergreen,Ekarma,118.0,3.07,8.0,2.82,1.75,0.0024
459,Evergreen,Shiashkotan,203.0,5.28,16.0,4.67,2.293,0.0
460,Evergreen,Raykoke,67.0,1.74,4.0,1.71,1.319,0.0436
461,Evergreen,Matua,195.0,5.07,9.0,1.75,2.248,0.0403
462,Evergreen,Rashua,239.0,6.22,16.0,3.93,2.487,0.0
463,Evergreen,Ushishir,140.0,3.64,7.0,1.76,1.906,0.039
464,Evergreen,Ketoy,244.0,6.35,17.0,4.24,2.513,0.0
465,Evergreen,Simushir,289.0,7.52,17.0,3.47,2.733,0.0003
466,Evergreen,Broutona,22.0,0.57,0.0,0.76,0.756,0.2246
467,Evergreen,Chirpoy,130.0,3.38,10.0,3.6,1.836,0.0002
468,Evergreen,Brat Chirpoev,135.0,3.51,7.0,1.86,1.871,0.0312
469,Evergreen,Urup,448.0,11.66,21.0,2.75,3.397,0.003
470,Evergreen,Iturup,712.0,18.53,25.0,1.52,4.269,0.0647
471,Evergreen,Kunashir,853.0,22.19,27.0,1.03,4.666,0.1515
472,Evergreen,Shikotan,609.0,15.85,15.0,0.21,3.953,0.4153
473,Evergreen,Polonskogo,120.0,3.12,4.0,0.5,1.765,0.3095
474,Evergreen,Zeleny,165.0,4.29,4.0,0.14,2.068,0.4436
475,Evergreen,Tanfileva,149.0,3.88,5.0,0.57,1.966,0.2839
476,Evergreen,Yuriy,189.0,4.92,2.0,1.32,2.213,0.0937
477,Evergreen,Demina,46.0,1.2,0.0,1.09,1.093,0.1368
478,Evergreen,Storozhevoy,10.0,0.26,0.0,0.51,0.51,0.305
479,Evergreen,Anuchina,86.0,2.24,0.0,1.5,1.494,0.0672
480,Semi-parasite,Atlasova,224.0,0.78,1.0,0.25,0.881,0.4002
481,Semi-parasite,Shumshu,391.0,1.36,1.0,0.31,1.164,0.3797
482,Semi-parasite,Paramushir,464.0,1.61,1.0,0.48,1.268,0.3153
483,Semi-parasite,Antciferova,21.0,0.07,0.0,0.27,0.27,0.3936
484,Semi-parasite,Makanrushi,131.0,0.45,1.0,0.81,0.674,0.2091
485,Semi-parasite,Onekotan,291.0,1.01,1.0,0.01,1.004,0.4962
486,Semi-parasite,Kharimkotan,161.0,0.56,1.0,0.59,0.747,0.2773
487,Semi-parasite,Chirinkotan,36.0,0.12,1.0,2.48,0.353,0.0066
488,Semi-parasite,Ekarma,118.0,0.41,1.0,0.92,0.64,0.1779
489,Semi-parasite,Shiashkotan,203.0,0.7,1.0,0.35,0.839,0.3622
490,Semi-parasite,Raykoke,67.0,0.23,1.0,1.59,0.482,0.0557
491,Semi-parasite,Matua,195.0,0.68,1.0,0.39,0.822,0.347
492,Semi-parasite,Rashua,239.0,0.83,1.0,0.19,0.91,0.4256
493,Semi-parasite,Ushishir,140.0,0.49,1.0,0.74,0.697,0.2302
494,Semi-parasite,Ketoy,244.0,0.85,1.0,0.17,0.92,0.4337
495,Semi-parasite,Simushir,289.0,1.0,1.0,0.0,1.001,0.499
496,Semi-parasite,Broutona,22.0,0.08,0.0,0.28,0.276,0.3912
497,Semi-parasite,Chirpoy,130.0,0.45,1.0,0.82,0.671,0.2068
498,Semi-parasite,Brat Chirpoev,135.0,0.47,1.0,0.78,0.684,0.2186
499,Semi-parasite,Urup,448.0,1.55,2.0,0.36,1.246,0.3602
500,Semi-parasite,Iturup,712.0,2.47,4.0,0.97,1.57,0.1649
501,Semi-parasite,Kunashir,853.0,2.96,4.0,0.61,1.718,0.2723
502,Semi-parasite,Shikotan,609.0,2.11,4.0,1.3,1.452,0.0969
503,Semi-parasite,Polonskogo,120.0,0.42,0.0,0.65,0.645,0.2594
504,Semi-parasite,Zeleny,165.0,0.57,1.0,0.57,0.756,0.2859
505,Semi-parasite,Tanfileva,149.0,0.52,1.0,0.67,0.719,0.2508
506,Semi-parasite,Yuriy,189.0,0.66,1.0,0.43,0.81,0.3353
507,Semi-parasite,Demina,46.0,0.16,0.0,0.4,0.399,0.3448
508,Semi-parasite,Storozhevoy,10.0,0.03,0.0,0.19,0.186,0.4261
509,Semi-parasite,Anuchina,86.0,0.3,0.0,0.55,0.546,0.2924
510,Parasite,Atlasova,224.0,0.58,0.0,0.76,0.763,0.2225
511,Parasite,Shumshu,391.0,1.02,1.0,0.02,1.008,0.4931
512,Parasite,Paramushir,464.0,1.21,1.0,0.19,1.098,0.4251
513,Parasite,Antciferova,21.0,0.05,0.0,0.23,0.234,0.4076
514,Parasite,Makanrushi,131.0,0.34,1.0,1.13,0.584,0.1294
515,Parasite,Onekotan,291.0,0.76,1.0,0.28,0.87,0.3901
516,Parasite,Kharimkotan,161.0,0.42,0.0,0.65,0.647,0.2587
517,Parasite,Chirinkotan,36.0,0.09,0.0,0.31,0.306,0.3798
518,Parasite,Ekarma,118.0,0.31,0.0,0.55,0.554,0.2897
519,Parasite,Shiashkotan,203.0,0.53,1.0,0.65,0.727,0.2581
520,Parasite,Raykoke,67.0,0.17,0.0,0.42,0.417,0.3381
521,Parasite,Matua,195.0,0.51,0.0,0.71,0.712,0.2381
522,Parasite,Rashua,239.0,0.62,1.0,0.48,0.788,0.3157
523,Parasite,Ushishir,140.0,0.36,0.0,0.6,0.603,0.273
524,Parasite,Ketoy,244.0,0.63,1.0,0.46,0.797,0.3233
525,Parasite,Simushir,289.0,0.75,1.0,0.29,0.867,0.3874
526,Parasite,Broutona,22.0,0.06,0.0,0.24,0.239,0.4055
527,Parasite,Chirpoy,130.0,0.34,0.0,0.58,0.582,0.2804
528,Parasite,Brat Chirpoev,135.0,0.35,0.0,0.59,0.593,0.2767
529,Parasite,Urup,448.0,1.17,1.0,0.15,1.079,0.439
530,Parasite,Iturup,712.0,1.85,1.0,0.63,1.36,0.2654
531,Parasite,Kunashir,853.0,2.22,2.0,0.15,1.488,0.4414
532,Parasite,Shikotan,609.0,1.58,1.0,0.46,1.258,0.3211
533,Parasite,Polonskogo,120.0,0.31,0.0,0.56,0.559,0.2881
534,Parasite,Zeleny,165.0,0.43,0.0,0.66,0.655,0.2561
535,Parasite,Tanfileva,149.0,0.39,0.0,0.62,0.623,0.2667
536,Parasite,Yuriy,189.0,0.49,0.0,0.7,0.701,0.2415
537,Parasite,Demina,46.0,0.12,0.0,0.35,0.346,0.3647
538,Parasite,Storozhevoy,10.0,0.03,0.0,0.16,0.161,0.4359
539,Parasite,Anuchina,86.0,0.22,0.0,0.47,0.473,0.3181
540,Myco-heterotrophy,Atlasova,224.0,1.36,0.0,1.17,1.165,0.1216
541,Myco-heterotrophy,Shumshu,391.0,2.37,1.0,0.89,1.539,0.186
542,Myco-heterotrophy,Paramushir,464.0,2.82,1.0,1.08,1.676,0.1392
543,Myco-heterotrophy,Antciferova,21.0,0.13,0.0,0.36,0.357,0.3605
544,Myco-heterotrophy,Makanrushi,131.0,0.8,0.0,0.89,0.891,0.1862
545,Myco-heterotrophy,Onekotan,291.0,1.77,0.0,1.33,1.328,0.0917
546,Myco-heterotrophy,Kharimkotan,161.0,0.98,0.0,0.99,0.988,0.1613
547,Myco-heterotrophy,Chirinkotan,36.0,0.22,0.0,0.47,0.467,0.3201
548,Myco-heterotrophy,Ekarma,118.0,0.72,0.0,0.85,0.846,0.1986
549,Myco-heterotrophy,Shiashkotan,203.0,1.23,0.0,1.11,1.11,0.1333
550,Myco-heterotrophy,Raykoke,67.0,0.41,0.0,0.64,0.638,0.2618
551,Myco-heterotrophy,Matua,195.0,1.18,0.0,1.09,1.087,0.1382
552,Myco-heterotrophy,Rashua,239.0,1.45,0.0,1.21,1.204,0.114
553,Myco-heterotrophy,Ushishir,140.0,0.85,0.0,0.92,0.922,0.1782
554,Myco-heterotrophy,Ketoy,244.0,1.48,0.0,1.22,1.216,0.1116
555,Myco-heterotrophy,Simushir,289.0,1.75,0.0,1.33,1.324,0.0925
556,Myco-heterotrophy,Broutona,22.0,0.13,0.0,0.37,0.365,0.3574
557,Myco-heterotrophy,Chirpoy,130.0,0.79,0.0,0.89,0.888,0.1871
558,Myco-heterotrophy,Brat Chirpoev,135.0,0.82,0.0,0.91,0.905,0.1826
559,Myco-heterotrophy,Urup,448.0,2.72,1.0,1.04,1.647,0.1482
560,Myco-heterotrophy,Iturup,712.0,4.32,3.0,0.64,2.075,0.2619
561,Myco-heterotrophy,Kunashir,853.0,5.18,6.0,0.36,2.271,0.3588
562,Myco-heterotrophy,Shikotan,609.0,3.7,2.0,0.88,1.92,0.1883
563,Myco-heterotrophy,Polonskogo,120.0,0.73,0.0,0.85,0.853,0.1966
564,Myco-heterotrophy,Zeleny,165.0,1.0,0.0,1.0,1.0,0.1583
565,Myco-heterotrophy,Tanfileva,149.0,0.9,0.0,0.95,0.951,0.1707
566,Myco-heterotrophy,Yuriy,189.0,1.15,0.0,1.07,1.071,0.1419
567,Myco-heterotrophy,Demina,46.0,0.28,0.0,0.53,0.528,0.2986
568,Myco-heterotrophy,Storozhevoy,10.0,0.06,0.0,0.25,0.246,0.4027
569,Myco-heterotrophy,Anuchina,86.0,0.52,0.0,0.72,0.722,0.2349
570,Carnivore,Atlasova,224.0,1.55,2.0,0.36,1.246,0.3602
571,Carnivore,Shumshu,391.0,2.71,4.0,0.78,1.645,0.217
572,Carnivore,Paramushir,464.0,3.22,4.0,0.44,1.792,0.3315
573,Carnivore,Antciferova,21.0,0.15,0.0,0.38,0.382,0.3513
574,Carnivore,Makanrushi,131.0,0.91,2.0,1.14,0.953,0.1261
575,Carnivore,Onekotan,291.0,2.02,2.0,0.01,1.42,0.4946
576,Carnivore,Kharimkotan,161.0,1.12,1.0,0.11,1.056,0.4559
577,Carnivore,Chirinkotan,36.0,0.25,0.0,0.5,0.5,0.3086
578,Carnivore,Ekarma,118.0,0.82,0.0,0.91,0.905,0.1827
579,Carnivore,Shiashkotan,203.0,1.41,2.0,0.5,1.186,0.309
580,Carnivore,Raykoke,67.0,0.46,0.0,0.68,0.682,0.2476
581,Carnivore,Matua,195.0,1.35,0.0,1.16,1.162,0.1222
582,Carnivore,Rashua,239.0,1.66,3.0,1.04,1.287,0.1486
583,Carnivore,Ushishir,140.0,0.97,1.0,0.03,0.985,0.4884
584,Carnivore,Ketoy,244.0,1.69,2.0,0.24,1.3,0.4067
585,Carnivore,Simushir,289.0,2.01,2.0,0.0,1.415,0.4985
586,Carnivore,Broutona,22.0,0.15,0.0,0.39,0.391,0.348
587,Carnivore,Chirpoy,130.0,0.9,0.0,0.95,0.949,0.171
588,Carnivore,Brat Chirpoev,135.0,0.94,1.0,0.07,0.967,0.4739
589,Carnivore,Urup,448.0,3.11,4.0,0.51,1.761,0.3063
590,Carnivore,Iturup,712.0,4.94,6.0,0.48,2.218,0.3164
591,Carnivore,Kunashir,853.0,5.92,7.0,0.45,2.427,0.3279
592,Carnivore,Shikotan,609.0,4.23,4.0,0.11,2.052,0.4562
593,Carnivore,Polonskogo,120.0,0.83,1.0,0.18,0.912,0.4272
594,Carnivore,Zeleny,165.0,1.14,0.0,1.07,1.069,0.1422
595,Carnivore,Tanfileva,149.0,1.03,1.0,0.03,1.016,0.4867
596,Carnivore,Yuriy,189.0,1.31,1.0,0.27,1.144,0.3928
597,Carnivore,Demina,46.0,0.32,0.0,0.57,0.565,0.286
598,Carnivore,Storozhevoy,10.0,0.07,0.0,0.26,0.263,0.3961
599,Carnivore,Anuchina,86.0,0.6,0.0,0.77,0.772,0.2199
