42,30
48,37
37,36
47,37
40,38
48,37
49,35
45,37
38,40
41,38
46,39
38,37
45,35
40,38
37,33
37,30
39,30
42,30
46,32
41,34
42,37
42,37
37,35
37,40
40,38
38,36
42,36
42,35
40,37
42,38
42,37
40,
45,
45,
46,
42,
40,
40,
45,
